player_id,first_name,last_name,name,dob,country_id,height,weight,hand,backhand,active,turned_pro,prize_money,wikipedia,age,current_rank,current_rank_points,best_rank,best_rank_date,best_rank_points,best_rank_points_date,current_elo_rank,current_elo_rating,best_elo_rank,best_elo_rank_date,best_elo_rating,best_elo_rating_date,goat_rank,goat_points,weeks_at_no1,titles,big_titles,grand_slams,tour_finals,alt_finals,masters,olympics,player_id.1,matches_won,matches_lost,matches_win_percentage,grand_slam_matches_won,grand_slam_matches_lost,grand_slam_win_percentage,tour_finals_matches_won,tour_finals_matches_lost,tour_finals_win_percentage,alt_finals_matches_won,alt_finals_matches_lost,alt_finals_win_percentage,masters_matches_won,masters_matches_lost,masters_matches_win_percentage,olympics_matches_won,olympics_matches_lost,olympics_matches_win_percentage,atp500_matches_won,atp500_matches_lost,atp500_matches_win_percentage,atp250_matches_won,atp250_matches_lost,atp250_matches_win_percentage,davis_cup_matches_won,davis_cup_matches_lost,davis_cup_matches_win_percentage,team_cups_matches_won,team_cups_matches_lost,team_cups_matches_win_percentage,best_of_3_matches_won,best_of_3_matches_lost,best_of_3_matches_win_percentage,best_of_5_matches_won,best_of_5_matches_lost,best_of_5_matches_win_percentage,hard_matches_won,hard_matches_lost,hard_matches_win_percentage,clay_matches_won,clay_matches_lost,clay_matches_win_percentage,grass_matches_won,grass_matches_lost,grass_matches_win_percentage,carpet_matches_won,carpet_matches_lost,carpet_matches_win_percentage,outdoor_matches_won,outdoor_matches_lost,outdoor_matches_win_percentage,indoor_matches_won,indoor_matches_lost,indoor_matches_win_percentage,deciding_sets_won,deciding_sets_lost,deciding_sets_win_percentage,fifth_sets_won,fifth_sets_lost,fifth_sets_win_percentage,finals_won,finals_lost,finals_win_percentage,vs_no1_won,vs_no1_lost,vs_no1_win_percentage,vs_top5_won,vs_top5_lost,vs_top5_win_percentage,vs_top10_won,vs_top10_lost,vs_top10_win_percentage,after_winning_first_set_won,after_winning_first_set_lost,after_winning_first_set_win_percentage,after_losing_first_set_won,after_losing_first_set_lost,after_losing_first_set_win_percentage,tie_breaks_won,tie_breaks_lost,tie_breaks_win_percentage,deciding_set_tbs_won,deciding_set_tbs_lost,deciding_set_tbs_win_percentage,id,Rank,Move,Player name,Country,Points
6315,Thiago,Monteiro,Thiago Monteiro,31/05/94,BRA,183.0,,L,2.0,t,2011.0,"US$ 2,143,349",https://en.wikipedia.org/wiki/Thiago_Monteiro_(tennis),28 years 4 mons 30 days,94.0,773.0,74.0,27/02/17,954.0,01/03/21,130.0,1766.0,81.0,15/03/21,1846.0,08/03/21,,0,0,0,0,0,0,0,0,0,6315.0,55.0,79.0,0.41,6.0,14.0,0.3,,,0.0,,,0.0,0.0,5.0,0.0,0.0,1.0,0.0,8.0,10.0,0.44,34.0,41.0,0.45,7.0,8.0,0.47,,,0.0,48.0,62.0,0.44,7.0,17.0,0.29,14.0,32.0,0.3,40.0,44.0,0.48,1.0,3.0,0.25,,,0.0,55.0,77.0,0.42,0.0,2.0,0.0,18.0,30.0,0.38,1.0,3.0,0.25,,,0.0,,,0.0,,,0.0,1.0,2.0,0.33,43.0,23.0,0.65,12.0,56.0,0.18,35.0,35.0,0.5,3.0,4.0,0.43,MonteiroThiago,64.0,1,Monteiro Thiago,Brazil,770
6317,Christopher,Oconnell,Christopher Oconnell,03/06/94,AUS,,,,,t,,,https://en.wikipedia.org/w?search=Christopher_Oconnell,28 years 4 mons 27 days,,,111.0,14/09/20,679.0,02/08/21,147.0,1737.0,138.0,15/03/21,1751.0,15/03/21,,0,0,0,0,0,0,0,0,0,6317.0,5.0,13.0,0.28,2.0,6.0,0.25,,,0.0,,,0.0,0.0,1.0,0.0,,,0.0,0.0,1.0,0.0,3.0,5.0,0.38,,,0.0,,,0.0,3.0,7.0,0.3,2.0,6.0,0.25,5.0,10.0,0.33,0.0,2.0,0.0,0.0,1.0,0.0,,,0.0,5.0,13.0,0.28,,,0.0,2.0,8.0,0.2,0.0,2.0,0.0,,,0.0,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,4.0,0.33,3.0,9.0,0.25,9.0,8.0,0.53,,,0.0,ChristopherOconnell,,,,,
6339,Pedja,Krstin,Pedja Krstin,03/09/94,SRB,183.0,,R,2.0,t,,"$449,594",https://en.wikipedia.org/wiki/Pedja_Krstin,28 years 1 mon 27 days,,,159.0,09/05/16,356.0,04/04/16,,,,,,,,0,0,0,0,0,0,0,0,0,6339.0,3.0,4.0,0.43,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,1.0,4.0,0.2,2.0,0.0,1.0,,,0.0,3.0,4.0,0.43,,,0.0,0.0,2.0,0.0,3.0,2.0,0.6,,,0.0,,,0.0,3.0,2.0,0.6,0.0,2.0,0.0,1.0,0.0,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,3.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,,,0.0,KrstinPedja,582.0,4,Krstin Pedja,Serbia,52
6354,Ramkumar,Ramanathan,Ramkumar Ramanathan,08/11/94,IND,188.0,,R,2.0,t,2009.0,"$907,791",https://en.wikipedia.org/wiki/Ramkumar_Ramanathan,27 years 11 mons 22 days,,,111.0,30/07/18,495.0,23/04/18,167.0,1705.0,116.0,23/07/18,1808.0,23/07/18,,0,0,0,0,0,0,0,0,0,6354.0,21.0,30.0,0.41,,,0.0,,,0.0,,,0.0,1.0,1.0,0.5,,,0.0,0.0,3.0,0.0,13.0,18.0,0.42,7.0,8.0,0.47,,,0.0,16.0,27.0,0.37,5.0,3.0,0.63,11.0,24.0,0.31,0.0,1.0,0.0,8.0,5.0,0.62,,,0.0,21.0,27.0,0.44,0.0,3.0,0.0,6.0,9.0,0.4,,,0.0,0.0,1.0,0.0,,,0.0,,,0.0,1.0,1.0,0.5,14.0,5.0,0.74,7.0,25.0,0.22,8.0,11.0,0.42,,2.0,0.0,RamanathanRamkumar,289.0,4,Ramanathan Ramkumar,India,176
6379,Frederico,Ferreira Silva,Frederico Ferreira Silva,18/03/95,POR,178.0,,L,2.0,t,2010.0,"$363,645",https://en.wikipedia.org/wiki/Frederico_Ferreira_Silva,27 years 7 mons 12 days,,,168.0,24/05/21,425.0,24/05/21,,,173.0,22/02/21,1670.0,07/05/18,,0,0,0,0,0,0,0,0,0,6379.0,5.0,8.0,0.38,0.0,1.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,1.0,5.0,0.17,4.0,2.0,0.67,,,0.0,4.0,7.0,0.36,1.0,1.0,0.5,1.0,4.0,0.2,2.0,4.0,0.33,,,0.0,,,0.0,5.0,8.0,0.38,,,0.0,2.0,1.0,0.67,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,2.0,0.0,1.0,3.0,8.0,0.27,0.0,2.0,0.0,,,0.0,FerreiraFredericoSilva,291.0,16,Silva Frederico Ferreira,Portugal,175
6387,Nick,Kyrgios,Nick Kyrgios,27/04/95,AUS,193.0,85.0,R,2.0,t,2013.0,"US$8,987,950",https://en.wikipedia.org/wiki/Nick_Kyrgios,27 years 6 mons 3 days,90.0,793.0,13.0,24/10/16,2460.0,10/10/16,22.0,2032.0,10.0,14/04/17,2176.0,15/05/17,170.0,16,0,6,0,0,0,0,0,0,6387.0,167.0,99.0,0.63,44.0,28.0,0.61,,,0.0,,,0.0,42.0,30.0,0.58,,,0.0,32.0,14.0,0.7,35.0,21.0,0.63,11.0,5.0,0.69,3.0,1.0,0.75,116.0,67.0,0.63,51.0,32.0,0.61,118.0,63.0,0.65,25.0,19.0,0.57,24.0,15.0,0.62,,,0.0,153.0,92.0,0.62,14.0,7.0,0.67,44.0,33.0,0.57,9.0,3.0,0.75,6.0,3.0,0.67,1.0,2.0,0.33,11.0,18.0,0.38,21.0,33.0,0.39,143.0,29.0,0.83,24.0,70.0,0.26,117.0,79.0,0.6,12.0,7.0,0.63,KyrgiosNick,22.0,-,Kyrgios Nick,Australia,1870
6394,Mario,Vilella Martinez,Mario Vilella Martinez,03/07/95,ESP,178.0,,R,2.0,t,,"$506,316",https://en.wikipedia.org/wiki/Mario_Vilella_Martinez,27 years 3 mons 27 days,,,158.0,19/07/21,479.0,19/07/21,145.0,1740.0,145.0,08/11/21,1741.0,02/08/21,,0,0,0,0,0,0,0,0,0,6394.0,4.0,6.0,0.4,0.0,3.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,4.0,3.0,0.57,,,0.0,,,0.0,4.0,3.0,0.57,0.0,3.0,0.0,2.0,3.0,0.4,2.0,3.0,0.4,,,0.0,,,0.0,4.0,6.0,0.4,,,0.0,1.0,1.0,0.5,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,3.0,2.0,0.6,1.0,4.0,0.2,2.0,3.0,0.4,,,0.0,MarioMartinezVilella,1070.0,-,Vilella Martinez Mario,Spain,8
6401,Yoshihito,Nishioka,Yoshihito Nishioka,27/09/95,JPN,170.0,,L,2.0,t,,"$3,355,218",https://en.wikipedia.org/wiki/Yoshihito_Nishioka,27 years 1 mon 3 days,80.0,823.0,48.0,24/02/20,1177.0,12/07/21,99.0,1821.0,33.0,24/02/20,1977.0,24/02/20,510.0,1,0,1,0,0,0,0,0,0,6401.0,75.0,93.0,0.45,11.0,22.0,0.33,,,0.0,,,0.0,17.0,17.0,0.5,0.0,1.0,0.0,6.0,15.0,0.29,34.0,31.0,0.52,5.0,4.0,0.56,2.0,3.0,0.4,62.0,70.0,0.47,13.0,23.0,0.36,64.0,69.0,0.48,10.0,17.0,0.37,1.0,7.0,0.13,,,0.0,65.0,81.0,0.45,10.0,12.0,0.45,29.0,24.0,0.55,4.0,4.0,0.5,1.0,1.0,0.5,0.0,1.0,0.0,1.0,9.0,0.1,2.0,12.0,0.14,57.0,19.0,0.75,18.0,74.0,0.2,29.0,22.0,0.57,8.0,3.0,0.73,NishiokaYoshihito,36.0,-,Nishioka Yoshihito,Japan,1134
6407,Daniil,Medvedev,Daniil Medvedev,11/02/96,RUS,198.0,83.0,R,2.0,t,2014.0,"US$19,793,705",https://en.wikipedia.org/wiki/Daniil_Medvedev,26 years 8 mons 19 days,2.0,7640.0,2.0,15/03/21,10780.0,13/09/21,3.0,2287.0,3.0,13/09/21,2289.0,22/02/21,48.0,77,0,13,6,1,1,0,4,0,6407.0,209.0,95.0,0.69,45.0,18.0,0.71,5.0,3.0,0.63,,,0.0,55.0,28.0,0.66,3.0,1.0,0.75,36.0,20.0,0.64,55.0,23.0,0.71,2.0,1.0,0.67,8.0,1.0,0.89,164.0,77.0,0.68,45.0,18.0,0.71,169.0,60.0,0.74,15.0,21.0,0.42,25.0,14.0,0.64,,,0.0,152.0,72.0,0.68,57.0,23.0,0.71,55.0,37.0,0.6,2.0,7.0,0.22,13.0,8.0,0.62,4.0,4.0,0.5,9.0,17.0,0.35,23.0,23.0,0.5,171.0,20.0,0.9,37.0,75.0,0.33,60.0,43.0,0.58,8.0,6.0,0.57,DaniilMedvedev,5.0,-,Medvedev Daniil,Russia,4065
6409,Thanasi,Kokkinakis,Thanasi Kokkinakis,10/04/96,AUS,196.0,,R,2.0,t,2013.0,"$$1,597,028",https://en.wikipedia.org/wiki/Thanasi_Kokkinakis,26 years 6 mons 20 days,,,69.0,08/06/15,723.0,22/06/15,110.0,1798.0,87.0,28/06/15,1848.0,07/08/17,,0,0,0,0,0,0,0,0,0,6409.0,29.0,47.0,0.38,6.0,11.0,0.35,,,0.0,,,0.0,7.0,9.0,0.44,0.0,1.0,0.0,3.0,4.0,0.43,11.0,19.0,0.37,2.0,3.0,0.4,,,0.0,22.0,34.0,0.39,7.0,13.0,0.35,24.0,34.0,0.41,2.0,6.0,0.25,3.0,6.0,0.33,,,0.0,29.0,43.0,0.4,0.0,4.0,0.0,11.0,15.0,0.42,3.0,3.0,0.5,0.0,1.0,0.0,1.0,2.0,0.33,1.0,3.0,0.25,2.0,5.0,0.29,19.0,11.0,0.63,10.0,36.0,0.22,26.0,24.0,0.52,3.0,3.0,0.5,KokkinakisThanasi,95.0,-,Kokkinakis Thanasi,Australia,592
6411,Blake,Mott,Blake Mott,21/04/96,AUS,,,R,2.0,t,,"$196,346",https://en.wikipedia.org/wiki/Blake_Mott,26 years 6 mons 9 days,,,220.0,12/06/17,239.0,29/05/17,,,,,,,,0,0,0,0,0,0,0,0,0,6411.0,0.0,2.0,0.0,0.0,1.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,1.0,0.0,,,0.0,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,,,0.0,,,0.0,,,0.0,0.0,2.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,0.0,BlakeMott,1077.0,1,Mott Blake,Australia,8
6412,Christian,Garin,Christian Garin,30/05/96,CHI,185.0,,R,2.0,t,2011.0,"US$ 3,407,304",https://en.wikipedia.org/wiki/Christian_Garin,26 years 5 mons,18.0,2353.0,17.0,13/09/21,2610.0,12/07/21,45.0,1941.0,26.0,13/06/21,2010.0,12/07/21,279.0,6,0,5,0,0,0,0,0,0,6412.0,80.0,69.0,0.54,13.0,12.0,0.52,,,0.0,,,0.0,13.0,13.0,0.5,,,0.0,12.0,9.0,0.57,31.0,20.0,0.61,11.0,12.0,0.48,0.0,3.0,0.0,62.0,51.0,0.55,18.0,18.0,0.5,17.0,32.0,0.35,58.0,30.0,0.66,5.0,6.0,0.45,,,0.0,71.0,62.0,0.53,9.0,7.0,0.56,26.0,22.0,0.54,5.0,3.0,0.63,5.0,1.0,0.83,0.0,1.0,0.0,2.0,5.0,0.29,2.0,9.0,0.18,59.0,16.0,0.79,21.0,53.0,0.28,35.0,35.0,0.5,7.0,4.0,0.64,ChristianGarin,86.0,1,Christian Garin,Chile,615
6418,Borna,Coric,Borna Coric,14/11/96,CRO,188.0,,R,2.0,t,2013.0,"$8,509,168",https://en.wikipedia.org/wiki/Borna_Coric,25 years 11 mons 16 days,74.0,874.0,12.0,05/11/18,2695.0,04/03/19,31.0,1991.0,13.0,07/01/19,2102.0,04/03/19,236.0,9,0,2,0,0,0,0,0,0,6418.0,165.0,142.0,0.54,25.0,23.0,0.52,,,0.0,,,0.0,50.0,42.0,0.54,0.0,1.0,0.0,38.0,24.0,0.61,41.0,42.0,0.49,10.0,8.0,0.56,1.0,2.0,0.33,130.0,112.0,0.54,35.0,30.0,0.54,101.0,91.0,0.53,53.0,41.0,0.56,11.0,10.0,0.52,,,0.0,141.0,116.0,0.55,24.0,26.0,0.48,58.0,46.0,0.56,6.0,4.0,0.6,2.0,5.0,0.29,2.0,3.0,0.4,9.0,18.0,0.33,14.0,34.0,0.29,124.0,28.0,0.82,41.0,114.0,0.26,74.0,68.0,0.52,17.0,4.0,0.81,BornaCoric,26.0,-,Coric Borna,Croatia,1685
9038,Daniel,Masur,Daniel Masur,11/06/94,GER,183.0,,R,2.0,t,2013.0,"$414,003",https://en.wikipedia.org/wiki/Daniel_Masur,28 years 4 mons 19 days,,,202.0,12/07/21,345.0,12/07/21,,,,,,,,0,0,0,0,0,0,0,0,0,9038.0,1.0,5.0,0.17,0.0,1.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,1.0,1.0,0.5,0.0,3.0,0.0,,,0.0,,,0.0,1.0,4.0,0.2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,0.25,0.0,1.0,0.0,,,0.0,1.0,4.0,0.2,0.0,1.0,0.0,0.0,1.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,1.0,2.0,0.33,0.0,3.0,0.0,1.0,1.0,0.5,,,0.0,DanielMasur,240.0,2,Masur Daniel,Germany,226
9719,Maximilian,Marterer,Maximilian Marterer,15/06/95,GER,191.0,,L,2.0,t,2015.0,"$1,692,338",https://en.wikipedia.org/wiki/Maximilian_Marterer,27 years 4 mons 15 days,,,45.0,13/08/18,1022.0,06/08/18,164.0,1715.0,71.0,18/06/18,1888.0,11/06/18,,0,0,0,0,0,0,0,0,0,9719.0,25.0,52.0,0.32,6.0,9.0,0.4,,,0.0,,,0.0,4.0,6.0,0.4,,,0.0,0.0,8.0,0.0,15.0,29.0,0.34,,,0.0,,,0.0,19.0,43.0,0.31,6.0,9.0,0.4,10.0,22.0,0.31,14.0,24.0,0.37,1.0,6.0,0.14,,,0.0,23.0,43.0,0.35,2.0,9.0,0.18,8.0,14.0,0.36,1.0,0.0,1.0,,,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,18.0,7.0,0.72,7.0,45.0,0.13,9.0,25.0,0.26,,2.0,0.0,MartererMaximilian,162.0,4,Marterer Maximilian,Germany,353
10514,Kevin,King,Kevin King,28/02/91,USA,190.0,,L,,t,,"$311,198",https://en.wikipedia.org/wiki/Kevin_King_(tennis),31 years 8 mons 2 days,,,162.0,07/05/18,349.0,07/05/18,,,,,,,,0,0,0,0,0,0,0,0,0,10514.0,1.0,6.0,0.14,0.0,1.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,1.0,5.0,0.17,,,0.0,,,0.0,1.0,5.0,0.17,0.0,1.0,0.0,1.0,5.0,0.17,,,0.0,0.0,1.0,0.0,,,0.0,1.0,6.0,0.14,,,0.0,0.0,1.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,1.0,1.0,0.5,0.0,5.0,0.0,0.0,1.0,0.0,,,0.0,KevinKing,,,,,
10580,Dennis,Novak,Dennis Novak,28/08/93,AUT,183.0,,R,2.0,t,2011.0,"US$1,434,732",https://en.wikipedia.org/wiki/Dennis_Novak,29 years 2 mons 2 days,,,85.0,02/03/20,785.0,01/03/21,155.0,1730.0,115.0,22/10/18,1802.0,21/09/18,,0,0,0,0,0,0,0,0,0,10580.0,24.0,43.0,0.36,2.0,9.0,0.18,,,0.0,,,0.0,,,0.0,,,0.0,3.0,8.0,0.27,9.0,20.0,0.31,8.0,3.0,0.73,2.0,3.0,0.4,21.0,32.0,0.4,3.0,11.0,0.21,14.0,26.0,0.35,8.0,14.0,0.36,2.0,3.0,0.4,,,0.0,18.0,29.0,0.38,6.0,14.0,0.3,7.0,14.0,0.33,1.0,2.0,0.33,,,0.0,,,0.0,0.0,1.0,0.0,0.0,2.0,0.0,19.0,10.0,0.66,5.0,33.0,0.13,15.0,22.0,0.41,1.0,3.0,0.25,DennisNovak,180.0,5,Novak Dennis,Austria,316
10726,Nikola,Milojevic,Nikola Milojevic,19/06/95,SRB,188.0,,R,2.0,t,2013.0,"US$ 836,309",https://en.wikipedia.org/wiki/Nikola_Milojevic_(tennis),27 years 4 mons 11 days,,,129.0,05/04/21,582.0,05/04/21,152.0,1734.0,150.0,23/05/21,1736.0,26/04/21,,0,0,0,0,0,0,0,0,0,10726.0,5.0,6.0,0.45,1.0,1.0,0.5,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,4.0,5.0,0.44,,,0.0,,,0.0,4.0,5.0,0.44,1.0,1.0,0.5,2.0,2.0,0.5,3.0,4.0,0.43,,,0.0,,,0.0,4.0,5.0,0.44,1.0,1.0,0.5,1.0,1.0,0.5,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,5.0,1.0,0.83,0.0,5.0,0.0,1.0,2.0,0.33,,,0.0,MilojevicNikola,244.0,2,Milojevic Nikola,Serbia,221
10756,Joao Lucas,Magalhaes Hueb De Menezes,Joao Lucas Magalhaes Hueb De Menezes,17/12/96,BRA,,,R,,t,,,https://en.wikipedia.org/w?search=Joao_Lucas_Magalhaes_Hueb_De_Menezes,25 years 10 mons 13 days,,,172.0,17/02/20,357.0,10/05/21,,,,,,,,0,0,0,0,0,0,0,0,0,10756.0,0.0,3.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,1.0,0.0,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,0.0,0.0,3.0,0.0,,,0.0,0.0,1.0,0.0,0.0,2.0,0.0,,,0.0,,,0.0,0.0,3.0,0.0,,,0.0,0.0,2.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5,,1.0,0.0,DeHuebJoaoLucasMagalhaesMenezes,,,,,
11127,Christopher,Eubanks,Christopher Eubanks,05/05/96,USA,,,R,1.0,t,,"$654,347",https://en.wikipedia.org/wiki/Christopher_Eubanks,26 years 5 mons 25 days,,,147.0,15/04/19,385.0,18/10/21,180.0,1659.0,179.0,08/11/21,1662.0,22/07/19,,0,0,0,0,0,0,0,0,0,11127.0,5.0,17.0,0.23,0.0,5.0,0.0,,,0.0,,,0.0,1.0,4.0,0.2,,,0.0,0.0,1.0,0.0,4.0,7.0,0.36,,,0.0,,,0.0,5.0,12.0,0.29,0.0,5.0,0.0,4.0,16.0,0.2,,,0.0,1.0,1.0,0.5,,,0.0,4.0,16.0,0.2,1.0,1.0,0.5,1.0,6.0,0.14,0.0,1.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,5.0,6.0,0.45,0.0,11.0,0.0,6.0,10.0,0.38,,1.0,0.0,ChristopherEubanks,129.0,9,Eubanks Christopher,USA,438
11164,Zhizhen,Zhang,Zhizhen Zhang,16/10/96,CHN,193.0,,R,2.0,t,2012.0,"US$ 383,009",https://en.wikipedia.org/wiki/Zhizhen_Zhang,26 years 14 days,,,136.0,10/02/20,465.0,19/07/21,,,154.0,01/03/21,1737.0,07/10/19,,0,0,0,0,0,0,0,0,0,11164.0,6.0,9.0,0.4,0.0,1.0,0.0,,,0.0,,,0.0,0.0,1.0,0.0,,,0.0,1.0,2.0,0.33,4.0,4.0,0.5,1.0,1.0,0.5,,,0.0,6.0,8.0,0.43,0.0,1.0,0.0,5.0,7.0,0.42,0.0,1.0,0.0,0.0,1.0,0.0,,,0.0,6.0,9.0,0.4,,,0.0,3.0,5.0,0.38,0.0,1.0,0.0,,,0.0,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,1.0,0.83,1.0,8.0,0.11,6.0,5.0,0.55,3.0,1.0,0.75,ZhangZhizhen,99.0,1,Zhang Zhizhen,China,569
11174,Elias,Ymer,Elias Ymer,10/04/96,SWE,180.0,,R,2.0,t,2014.0,"$1,098,540",https://en.wikipedia.org/wiki/Elias_Ymer,26 years 6 mons 20 days,,,105.0,11/06/18,534.0,13/08/18,174.0,1696.0,145.0,27/04/15,1740.0,27/04/15,,0,0,0,0,0,0,0,0,0,11174.0,20.0,50.0,0.29,1.0,7.0,0.13,,,0.0,,,0.0,0.0,3.0,0.0,,,0.0,3.0,5.0,0.38,10.0,27.0,0.27,6.0,8.0,0.43,,,0.0,15.0,40.0,0.27,5.0,10.0,0.33,9.0,25.0,0.26,11.0,24.0,0.31,0.0,1.0,0.0,,,0.0,18.0,41.0,0.31,2.0,9.0,0.18,12.0,12.0,0.5,2.0,1.0,0.67,,,0.0,,,0.0,,,0.0,0.0,2.0,0.0,13.0,9.0,0.59,7.0,41.0,0.15,9.0,16.0,0.36,1.0,1.0,0.5,EliasYmer,128.0,1,Ymer Elias,Sweden,444
11176,Hyeon,Chung,Hyeon Chung,19/05/96,KOR,188.0,,R,2.0,t,2014.0,"US$3,690,947",https://en.wikipedia.org/wiki/Hyeon_Chung,26 years 5 mons 11 days,,,19.0,02/04/18,1897.0,02/04/18,,,21.0,02/04/18,2049.0,07/05/18,491.0,2,0,0,0,0,0,0,0,0,11176.0,79.0,69.0,0.53,14.0,11.0,0.56,,,0.0,,,0.0,13.0,14.0,0.48,,,0.0,13.0,13.0,0.5,31.0,29.0,0.52,8.0,2.0,0.8,,,0.0,57.0,56.0,0.5,22.0,13.0,0.63,60.0,53.0,0.53,17.0,14.0,0.55,1.0,2.0,0.33,,,0.0,72.0,58.0,0.55,7.0,11.0,0.39,25.0,19.0,0.57,5.0,2.0,0.71,,,0.0,0.0,3.0,0.0,1.0,9.0,0.1,1.0,14.0,0.07,63.0,13.0,0.83,16.0,56.0,0.22,21.0,35.0,0.38,2.0,3.0,0.4,ChungHyeon,,,,,
11415,Jordan,Thompson,Jordan Thompson,20/04/94,AUS,183.0,,R,2.0,t,2013.0,"$3,401,895",https://en.wikipedia.org/wiki/Jordan_Thompson_(tennis),28 years 6 mons 10 days,77.0,860.0,43.0,15/07/19,1113.0,08/02/21,73.0,1863.0,57.0,26/07/21,1908.0,01/07/19,,0,0,0,0,0,0,0,0,0,11415.0,75.0,95.0,0.44,14.0,25.0,0.36,,,0.0,,,0.0,8.0,11.0,0.42,0.0,1.0,0.0,9.0,12.0,0.43,40.0,44.0,0.48,4.0,2.0,0.67,,,0.0,59.0,68.0,0.46,16.0,27.0,0.37,48.0,59.0,0.45,10.0,18.0,0.36,17.0,18.0,0.49,,,0.0,68.0,87.0,0.44,7.0,8.0,0.47,31.0,29.0,0.52,4.0,9.0,0.31,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.33,1.0,11.0,0.08,56.0,16.0,0.78,19.0,79.0,0.19,36.0,45.0,0.44,5.0,6.0,0.45,JordanThompson,85.0,1,Thompson Jordan,Australia,626
11426,Mikael,Torpegaard,Mikael Torpegaard,08/05/94,DEN,,,R,2.0,t,2018.0,"US$ 259,199",https://en.wikipedia.org/wiki/Mikael_Torpegaard,28 years 5 mons 22 days,,,166.0,06/01/20,376.0,22/02/21,183.0,1647.0,175.0,08/03/21,1670.0,08/02/21,,0,0,0,0,0,0,0,0,0,11426.0,5.0,6.0,0.45,0.0,1.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,1.0,0.0,1.0,1.0,0.5,4.0,3.0,0.57,,,0.0,4.0,3.0,0.57,1.0,3.0,0.25,3.0,5.0,0.38,,,0.0,,,0.0,1.0,1.0,0.5,4.0,5.0,0.44,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.0,1.0,,,0.0,,,0.0,,,0.0,0.0,2.0,0.0,4.0,1.0,0.8,1.0,5.0,0.17,2.0,1.0,0.67,,,0.0,MikaelTorpegaard,666.0,4,Torpegaard Mikael,Denmark,38
11427,Li,Tu,Li Tu,27/05/96,AUS,,,,,t,,,,26 years 5 mons 3 days,,,1188.0,10/11/14,6.0,23/06/14,,,,,,,,0,0,0,0,0,0,0,0,0,11427.0,0.0,2.0,0.0,0.0,1.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,1.0,0.0,,,0.0,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,,,0.0,,,0.0,,,0.0,0.0,2.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.33,,,0.0,LiTu,207.0,11,Tu Li,Australia,264
